link,project_acc_bioprj,project_title_bioprj,project_description_bioprj,common_name,organism_biosamp,clade,n_biosample_accs,date_dataset_first_added_to_this_list,has_latlong_in_NCBI,is_salmonoid,commenter,comments,commenter_spatialdata,comments_about_spatial_data_location,keepinrunning_YN,link_to_published_paper,datathon_project_index,scientificname_worms,rad_method,Category,isMarine_worms,isBrackish_worms,isFreshwater_worms,isTerrestrial_worms,isCoral,kingdom_worms,phylum_worms,class_worms,order_worms,family_worms,genus_worms,somePopsFWorBrackish,isInvasiveRange,isMaybeHybrid,DiffbyDepthSuspected,isAdultBenthicMarine,isNektonSometimes,isInvert,isFish,isAmniote,isPlant,PLD_point,PLD_point_citation,PLD_minmax,PLD_Min,PLD_Max,PLD_point2,PLD_minmax_citation,PLD_Method,Brooding,Planktonic_Mode,PLD_method_citation,isPlanktonic_atanypoint,isPlanktonic_atanypoint_citation,Spawning_mode,Spawning_mode_citation,Larval_feeding,Adult_Motility,Larval_feeding_citation,Large_Adult_Range,Large_Adult_Range_citation,ReturnToSpawningGround,ReturnToSpawningGround_citation,Spawnlocation,Spawnlocation_citation,Fecundity_EggsFemaleSpawn,Fecundity_EggsFemaleSpawn_citation,Fecundity_SpawnFrequency,Fecundity_SpawnFrequency_citation,Fecundity_EggSize,LogEgg,Fecundity_EggSize_citation,Body_Size,Body_Size_citation,Reproductive_Age,Reproductive_Age_citation,Longevity,Coded_longevity,Longevity_citation,Generational_Structure,Generational_Structure_citation,Asexual_Stage,Asexual_Stage_citation,Human_Interactions_economic,Human_Interactions_economic_citation,Census_Size,Census_Size_citation,Range_Size,Genome_Size_MB,Genome_Size_MB_citation,Genome_Size_picoGrams,Genome_Size_picoGrams_citation,senior check-off,Time Spent (minutes),Citations,Comments_traits,Image_Citation,final_keepers
PRJNA378762_Sphyrna-tiburo,PRJNA378762,Adapterama III: Quadruple-indexed double or triple-enzyme RADseq libraries for about $1USD per Sample (3RAD),"Many molecular ecologists have used genome reduction strategies that rely upon restriction enzyme digestion of genomic DNA to sample consistent portions of the genome from individuals being studied (e.g., RADseq, GBS). Methods using restriction enzymes have many advantages, but researchers often find the existing methods expensive to initiate and difficult to implement consistently. Here, we present a low-cost and highly robust approach for the construction of dual-digest RADseq libraries. Major features of our method include: 1) minimizing the number of processing steps, 2) focusing on a single strand of the sample DNA for library construction to allow the use of a non-phosphorylated adapter on one end, 3) ligating adapters in the presence of active restriction enzymes, thereby reducing chimeras, 4) including a third restriction enzyme in the digestion reaction to cut apart adapter dimers formed by the phosphorylated adapter and thus increasing the efficiency of adapter ligation to sample DNA, 5) adapter designs that can be used interchangeably, most being compatible with multiple enzymes, 6) including variable-length internal tags within the adapters to increase the scope of sample tagging and facilitate pooling while also increasing sequence diversity when sequencing across the restriction sites, and 7) compatibility with universal dual-indexed primers which facilitate construction of combinatorial quadruple-indexed libraries that are compatible with standard Illumina sequencing reagents and libraries. We present eight adapter designs (four each for Read 1 and Read 2) that work with 72 restriction enzyme combinations, and we demonstrate the use of one set of adapters using one set of restriction enzymes across a variety of non-model organisms to discover thousands of variable loci in each species.",Bonnethead shark,Sphyrna tiburo,NA,24,43790,n,n,"CR, Kiersey Nielsen via DIPnet datathon","shark, probably will not make minimum threshold for #indivds per species and there is no info in paper for where populations are from - would have to contact authors",JW,No (usable) coordinate or locality information and no response from authors,no,https://doi.org/10.7717/peerj.7724,M0025,Sphyrna tiburo,NA,NA,1,1,0,0,NA,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA476302_Spirodela-polyrhiza,PRJNA476302,Mutation rate and genetic diversity in the common duckweed,Mutation rate and genetic diversity in the common duckweed,great duckweed,Spirodela polyrhiza,NA,84,44169,n,NA,EDC,NA,NA,NA,no,NA,NA,Spirodela polyrhiza,NA,NA,0,1,1,0,NA,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Spirodela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA659313_Spirodela-polyrhiza,PRJNA659313,Duckweed mutation accumulation lines (Spirodela polyrhiza),Sequencing data from mutation accumulation lines,great duckweed,Spirodela polyrhiza,NA,32,44169,n,NA,EDC,NA,NA,NA,no,NA,NA,Spirodela polyrhiza,NA,NA,0,1,1,0,NA,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Spirodela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA552613_Spirodela-polyrhiza,PRJNA552613,Spirodela_polyrhiza,"Clonal propagation allows some plant species to achieve massive population sizes quickly but also reduces the evolutionary independence of different sites in the genome. We examine genome-wide genetic diversity in Spirodela polyrhiza, a duckweed that reproduces primarily asexually.",great duckweed,Spirodela polyrhiza,NA,38,44169,n,NA,EDC,NA,NA,NA,no,NA,NA,Spirodela polyrhiza,NA,NA,0,1,1,0,NA,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Araceae,Spirodela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA448430_Stegastes-beebei,PRJNA448430,Stegastes_TEP_Radseq,RADseq data for the reef fishes in the genus Stegastes from the Tropical Easter Pacific,Galapagos ringtail damselfish,Stegastes beebei,NA,10,43790,y,n,anonymous Marinerd,good,NA,NA,yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6021044/pdf/pone.0198901.pdf,NA,Stegastes beebei,SbfI; Baird,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,F,F,F,F,F,F,F,T,F,F,31.2,https://link.springer.com/content/pdf/10.1007/BF00541659.pdf,NA,NA,NA,31.2,NA,otolith,F,B,NA,T,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",N,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,general knowledge,F,general knowledge,NA,NA,NA,unknown,NA,NA,NA,NA,unknown,15,fishbase,NA,NA,NA,NA,NA,I,general knowledge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA448430_Stegastes-leucorus,PRJNA448430,Stegastes_TEP_Radseq,RADseq data for the reef fishes in the genus Stegastes from the Tropical Easter Pacific,Whitetail damselfish,Stegastes leucorus,NA,20,43790,y,n,anonymous Marinerd,good,NA,NA,yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6021044/pdf/pone.0198901.pdf,NA,Stegastes leucorus,SbfI; Baird,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,F,F,F,F,F,F,F,T,F,F,31.7,https://link.springer.com/content/pdf/10.1007/s002270050522.pdf,NA,NA,NA,31.7,NA,otolith,F,B,https://link.springer.com/content/pdf/10.1007/s002270050522.pdf,T,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",N,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,general knowledge,F,general knowledge,NA,NA,NA,unknown,NA,NA,NA,NA,unknown,14,fishbase,NA,NA,19,19,NA,I,general knowledge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA361144_Stephanocoenia-intersepta,PRJNA361144,Vertical connectivity assessment of two coral species in Bermuda,Raw sequencing data (Illumina HiSeq2500) for nextRAD libraries from two scleractinian coral species: 109 colonies of Stephanocoenia intersepta and 104 colonies of Agaricia fragilis.,Blushing star coral,Stephanocoenia intersepta,NA,109,43790,n,n,"CR, Sofia Beskid via DIPnet datathon",differentation by depth,NA,"2 samples have site codes that don't match those found in Table S1, but resolved with locality from SRA that was also noted in methods of paper",yes,https://doi.org/10.1126/sciadv.1602373,M0020,Stephanocoenia intersepta,nextRAD,Passive Pelagic Dispersal,1,0,0,0,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,F,F,F,T,T,F,T,F,F,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,https://www.sealifebase.ca/summary/Stephanocoenia-intersepta.html,F,https://doi.org/10.1155/2012/370247,L,NA,doi: 10.1146/annurev.ecolsys.110308.120220,F,coraltraits.org,F,coraltraits.org,Caribbean,coraltraits.org,64.5,https://doi.org/10.1155/2012/370247,2,https://doi.org/10.1155/2012/370247,0.32,0.12057393120584989,https://doi.org/10.1155/2012/370247,60,10.1007/s00338-009-0548-y,NA,NA,INDET,99,NA,I,coraltraits.org,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JW,50,NA,NA,NA,TRUE
PRJNA655996_Strombus-pugilis,PRJNA655996,Strombus pugilis whole genome shotgun-sequence reads and reference assemblies,"West Indian fighting conch raw sequence reads from muscle tissue and shell extractions; libraries prepared with Meyer & Kircher, 2010; sequenced on a NextSeq500 High Output 300 cycles in two batches (one for tissue libraries, one for shells); collection date = date subsampled for extraction",Fighting conch,Strombus pugilis,NA,23,44169,y,NA,EDC,NA,NA,NA,yes,NA,NA,Strombus pugilis worki,NA,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Strombus,F,F,F,F,T,F,T,F,F,F,29,Bull Mar Sci 64:201-208 | https://doi.org/10.1093/mollus/eyv011,27–31,27,31,29,Bull Mar Sci 64:201-208 | https://doi.org/10.1093/mollus/eyv011,culture,NA,NA,https://www.ingentaconnect.com/content/umrsmas/bullmar/1999/00000064/00000002/art00002,T,https://www.ingentaconnect.com/content/umrsmas/bullmar/1999/00000064/00000002/art00002,N,https://www.ingentaconnect.com/content/umrsmas/bullmar/1999/00000064/00000002/art00002,P,NA,https://www.ingentaconnect.com/content/umrsmas/bullmar/1999/00000064/00000002/art00002,F,NA,F,NA,NA,NA,1000,https://www.ingentaconnect.com/content/umrsmas/bullmar/1999/00000064/00000002/art00002,?,NA,0.2,0.07918124604762482,Bull Mar Sci 64:201-208,7–11,NA,NA,NA,NA,NA,NA,I,NA,F,NA,NA,NA,NA,NA,NA,623,10.1111/1755-0998.13361,NA,NA,JW,NA,NA,NA,NA,TRUE
PRJNA254402_Stylissa-carteri,PRJNA254402,Stylissa carteri Genome sequencing,"Hologenome sequencing of Red Sea sponge, Stylissa carteri",NA,Stylissa carteri,NA,18,43790,n,n,RB,only 1 location,NA,NA,no,https://doi.org/10.1186/s12864-016-2501-0,NA,Stylissa carteri,NA,NA,1,0,0,0,NA,Animalia,Porifera,Demospongiae,Scopalinida,Scopalinidae,Stylissa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA354496_Symphodus-melops,PRJNA354496,Corkwing wrasse genetics in Northern Europe,genome sequencing and SNP discovery,Corkwing wrasse,Symphodus melops,NA,66,43790,y,n,anonymous Marinerd,might be a secondary contact/hybrid zone,NA,NA,yes,https://onlinelibrary.wiley.com/doi/epdf/10.1111/mec.15310 AND https://www.sciencedirect.com/science/article/pii/S0888754318300387,NA,Symphodus melops,WGS,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,F,F,F,F,T,F,F,T,F,F,15,https://www.int-res.com/articles/meps2012/460/m460p233.pdf,15–15,15,15,15,https://www.int-res.com/articles/meps2012/460/m460p233.pdf,otolith,F,B,https://www.int-res.com/articles/meps2012/460/m460p233.pdf,T,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,general knowledge,F,general knowledge,NA,NA,160631,https://doi.pangaea.de/10.1594/PANGAEA.900866,NA,NA,0.9,0.2787536009528289,https://doi.pangaea.de/10.1594/PANGAEA.900866,21–28,https://doi.pangaea.de/10.1594/PANGAEA.900866,3,https://doi.pangaea.de/10.1594/PANGAEA.900866,9,9,https://doi.pangaea.de/10.1594/PANGAEA.900866,I,general knowledge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA415388_Symphodus-melops,PRJNA415388,Symphodus melops Raw sequence reads,"We investigate the origin of wild corkwing wrasse captured in Flatanger, amidst Salmon farms where wrasses are currently used as cleaner fish and rely heavily on the import of wrasse from southern Norway and Sweden. We used the restriction-site associated DNA (RAD) sequencing method 2b-RAD to simultaneously discover and genotype thousands of SNPs (single nucleotide polymorphisms) across the entire genome. Our objective is to investigate whether the wild corkwing in Flatanger represent: 1) the leading edge of an ongoing northwards range expansion, 2) escaped wrasse from aquaculture with origin from Skagerrak and Kattegat, or 3) a mix of both. In order to answer these questions, we compared SNPs from corkwing wrasse collected in Flatanger with wrasse collected in: 1) western Norway, where wrasse is harvested but used locally, and 2) further south on the Skagerrak-Kattegat coast, where all wrasses are harvested for live transport to salmon farms in mid and northern Norway.This is the raw data from this project",Corkwing wrasse,Symphodus melops,NA,240,43790,y,n,anonymous Marinerd,range expansion and aquaculture escapees,NA,NA,no,https://royalsocietypublishing.org/doi/full/10.1098/rsos.171752,NA,Symphodus melops,NA,NA,1,0,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.2787536009528289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA361214_Symphodus-tinca,PRJNA361214,Genotyping-by-sequencing study on Adriatic Symphodus tinca populations,Genotyping-by-sequencing study on Adriatic Symphodus tinca populations,East Atlantic peacock wrasse,Symphodus tinca,NA,176,43790,n,n,"CR, Sofia Beskid via DIPnet datathon",yes,CR,Fig1 in paper and location names in run selector can be matched,yes,https://doi.org/10.1038/srep43417,M0021,Symphodus tinca,GBS; EcoT22I,Passive Pelagic Dispersal,1,1,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,F,F,F,F,T,F,F,T,F,F,10.8,https://www.int-res.com/articles/meps2012/460/m460p233.pdf,9–13,9,13,10.8,https://www.int-res.com/articles/meps2012/460/m460p233.pdf,otolith,F,B,https://www.int-res.com/articles/meps2012/460/m460p233.pdf,T,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",N,fishbase points to book ref,P,F,"Cowen, R. K., and S. Sponaugle. 1997. Relationships between early life history traits and recruitment among coral reef ﬁshes. Pages 421–449 in R. Chambers and E. A. Trippel, eds. Early life history and recruitment in ﬁsh populations. Chapman & Hall, London. | Leis, J. M. 1991. The pelagic stage of reef ﬁshes: the larval biology of coral reef ﬁshes. Pages 183–230 in P. F. Sale, ed. The ecology of ﬁshes on coral reefs. Academic Press, San Diego, CA.",F,general knowledge,F,general knowledge,NA,NA,2935 - 34996,"Boughamou, Naima & Derbal, Farid & Kara, Hichem. (2015). Aspects of the reproductive biology of peacock wrasse Symphodus tinca (Linnaeus, 1758) (Labridae) off the coast of North-Eastern Algeria. Cahiers de Biologie Marine. 56. 127-136.",NA,NA,0.23,0.08990511143939793,"Boughamou, Naima & Derbal, Farid & Kara, Hichem. (2015). Aspects of the reproductive biology of peacock wrasse Symphodus tinca (Linnaeus, 1758) (Labridae) off the coast of North-Eastern Algeria. Cahiers de Biologie Marine. 56. 127-136.",44,NA,NA,NA,15,15,NA,I,general knowledge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA560035_Synalpheus-carpenteri,PRJNA560035,Synalpheus sequencing,ddRAD sequences from snapping shrimps in the genus Synalpheus,sponge dwelling snapping shrimp,Synalpheus carpenteri,NA,13,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Synalpheus carpenteri,NA,NA,1,0,0,0,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA560035_Synalpheus-chacei,PRJNA560035,Synalpheus sequencing,ddRAD sequences from snapping shrimps in the genus Synalpheus,sponge dwelling snapping shrimp,Synalpheus chacei,NA,22,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Synalpheus chacei,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA560035_Synalpheus-duffyi,PRJNA560035,Synalpheus sequencing,ddRAD sequences from snapping shrimps in the genus Synalpheus,sponge dwelling snapping shrimp,Synalpheus duffyi,NA,18,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Synalpheus duffyi,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA560035_Synalpheus-filidigitus,PRJNA560035,Synalpheus sequencing,ddRAD sequences from snapping shrimps in the genus Synalpheus,sponge dwelling snapping shrimp,Synalpheus filidigitus,NA,17,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Synalpheus filidigitus,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA560035_Synalpheus-herricki,PRJNA560035,Synalpheus sequencing,ddRAD sequences from snapping shrimps in the genus Synalpheus,sponge dwelling snapping shrimp,Synalpheus herricki,NA,16,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Synalpheus herricki,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA560035_Synalpheus-longicarpus,PRJNA560035,Synalpheus sequencing,ddRAD sequences from snapping shrimps in the genus Synalpheus,sponge dwelling snapping shrimp,Synalpheus longicarpus,NA,12,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Synalpheus longicarpus,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA560035_Synalpheus-regalis,PRJNA560035,Synalpheus sequencing,ddRAD sequences from snapping shrimps in the genus Synalpheus,sponge dwelling snapping shrimp,Synalpheus regalis,NA,12,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Synalpheus regalis,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA327313_Syngnathus-scovelli,PRJNA327313,Syngnathus scovelli RAD-seq,Wild-caught Syngnathus scovelli from 16 populations. A total of 719 individuals were sequenced using ddRAD-seq with the enzymes PstI and MboI. Other archived data can be found on Dryad: doi:10.5061/dryad.38nh3.,Gulf pipefish,Syngnathus scovelli,NA,719,43790,y,n,anonymous Marinerd,no success yet in finding associated paper,NA,NA,no,NA,NA,Syngnathus scovelli,NA,NA,1,1,1,0,NA,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
